seed	H	W	C
7881	36	81	3
7882	38	88	5
7883	18	61	6
7884	84	77	5
7885	13	40	4
7886	28	89	4
7887	14	28	6
7888	30	47	5
7889	14	62	3
7890	39	70	4
7891	84	52	5
7892	60	28	4
7893	99	68	5
7894	56	64	4
7895	54	66	2
7896	100	23	5
7897	12	72	6
7898	26	21	5
7899	61	72	6
7900	76	66	2
7901	75	26	3
7902	84	81	5
7903	30	93	6
7904	27	16	6
7905	24	16	5
7906	82	83	5
7907	52	77	4
7908	98	73	5
7909	32	11	2
7910	95	52	2
7911	84	40	4
7912	16	31	4
7913	41	94	5
7914	76	58	3
7915	89	42	6
7916	72	56	6
7917	44	17	6
7918	42	49	3
7919	24	69	3
7920	79	100	2
7921	72	78	2
7922	82	86	5
7923	53	56	2
7924	47	16	4
7925	28	51	4
7926	19	42	4
7927	90	25	5
7928	73	100	3
7929	54	14	6
7930	52	10	6
7931	19	30	2
7932	24	21	5
7933	68	65	3
7934	26	83	4
7935	41	60	3
7936	12	99	3
7937	64	45	3
7938	46	41	5
7939	96	76	5
7940	97	72	6
7941	47	38	2
7942	58	39	4
7943	83	70	2
7944	85	20	2
7945	87	12	4
7946	100	55	6
7947	55	48	4
7948	54	77	6
7949	16	27	2
7950	84	99	5
7951	57	80	6
7952	34	15	3
7953	52	14	4
7954	43	46	6
7955	64	30	4
7956	37	14	3
7957	50	35	3
7958	30	63	4
7959	91	70	5
7960	81	56	6
7961	52	56	2
7962	81	20	5
7963	81	90	6
7964	76	73	3
7965	78	37	6
7966	14	57	3
7967	82	55	6
7968	16	37	6
7969	78	83	2
7970	98	71	4
7971	79	26	5
7972	48	56	6
7973	61	20	5
7974	40	96	2
7975	25	96	5
7976	94	74	2
7977	49	84	5
7978	47	78	3
7979	91	84	5
7980	80	72	2
7981	37	94	5
7982	92	71	4
7983	44	19	6
7984	56	85	4
7985	46	87	2
7986	23	74	6
7987	53	88	2
7988	27	38	2
7989	91	28	4
7990	67	96	4
7991	54	94	6
7992	96	87	2
7993	55	56	5
7994	86	58	4
7995	93	48	6
7996	20	98	4
7997	62	57	6
7998	14	63	5
7999	48	23	3
8000	55	36	6
8001	91	92	5
8002	92	33	2
8003	54	81	4
8004	29	18	2
8005	81	64	6
8006	33	74	6
8007	13	50	5
8008	92	92	4
8009	42	13	2
8010	48	40	2
8011	58	41	2
8012	65	58	2
8013	80	75	5
8014	100	22	4
8015	12	56	6
8016	38	55	2
8017	47	36	2
8018	64	84	2
8019	62	44	6
8020	33	48	4
8021	15	38	2
8022	64	33	3
8023	43	34	6
8024	42	75	3
8025	30	64	4
8026	16	75	6
8027	67	28	5
8028	18	41	5
8029	27	78	2
8030	80	20	5
8031	60	72	4
8032	30	31	3
8033	99	42	5
8034	75	32	6
8035	40	63	5
8036	80	93	6
8037	70	87	4
8038	58	45	2
8039	66	58	4
8040	33	54	4
8041	16	95	2
8042	22	95	2
8043	97	36	2
8044	92	97	3
8045	69	46	3
8046	62	100	2
8047	75	42	5
8048	100	46	6
8049	31	38	2
8050	61	74	4
8051	40	75	3
8052	89	96	6
8053	22	99	3
8054	44	54	4
8055	74	35	4
8056	71	58	6
8057	39	80	2
8058	32	62	5
8059	79	98	2
8060	94	95	4
8061	70	49	4
8062	36	78	2
8063	45	12	6
8064	34	29	2
8065	17	18	6
8066	76	91	4
8067	73	24	3
8068	16	94	3
8069	10	94	3
8070	17	36	4
8071	31	96	5
8072	34	47	4
8073	95	80	6
8074	85	22	6
8075	33	74	4
8076	88	98	6
8077	79	76	5
8078	88	77	6
8079	97	38	6
8080	88	82	5
8081	46	12	4
8082	71	16	2
8083	54	83	2
8084	24	44	2
8085	88	41	2
8086	28	32	5
8087	18	48	5
8088	45	44	2
8089	78	47	6
8090	50	11	5
8091	97	92	4
8092	61	94	3
8093	43	70	3
8094	58	10	3
8095	72	49	4
8096	28	11	4
8097	68	74	6
8098	40	63	4
8099	23	98	2
8100	28	27	2
8101	40	16	3
8102	74	19	4
8103	67	80	4
8104	50	44	6
8105	80	41	5
8106	10	65	5
8107	37	88	3
8108	31	68	2
8109	90	13	6
8110	46	81	4
8111	24	51	2
8112	37	22	4
8113	63	44	3
8114	78	54	5
8115	53	90	2
8116	84	70	3
8117	76	57	6
8118	29	44	6
8119	16	81	5
8120	30	77	4
8121	79	92	4
8122	20	80	3
8123	13	22	4
8124	65	62	2
8125	52	36	6
8126	84	23	6
8127	34	87	4
8128	84	100	3
8129	88	71	3
8130	77	94	6
8131	100	43	6
8132	12	17	2
8133	34	81	4
8134	18	42	3
8135	14	95	2
8136	42	18	6
8137	56	77	2
8138	17	82	4
8139	46	59	4
8140	38	55	2
8141	66	12	4
8142	42	82	2
8143	41	32	6
8144	54	27	4
8145	53	10	3
8146	76	47	3
8147	85	76	3
8148	42	37	6
8149	52	89	3
8150	46	81	3
8151	65	90	5
8152	93	70	5
8153	76	23	4
8154	37	30	5
8155	34	61	2
8156	79	58	2
8157	86	69	4
8158	28	68	2
8159	17	84	4
8160	63	46	6
8161	53	16	4
8162	14	40	4
8163	42	24	2
8164	96	46	5
8165	37	30	2
8166	12	16	6
8167	11	46	3
8168	25	88	4
8169	57	16	6
8170	54	58	4
8171	49	96	3
8172	21	82	5
8173	73	96	6
8174	96	93	4
8175	28	13	2
8176	56	71	2
8177	100	50	4
8178	70	51	4
8179	85	10	2
8180	16	23	3
8181	98	55	2
8182	20	72	5
8183	12	96	5
8184	72	67	3
8185	26	49	6
8186	28	64	6
8187	52	22	6
8188	81	80	5
8189	54	59	4
8190	22	26	5
8191	13	36	5
8192	51	62	2
8193	80	48	4
8194	49	46	2
8195	61	84	4
8196	90	74	5
8197	68	99	5
8198	25	30	2
8199	64	60	3
8200	10	22	5
8201	16	15	2
8202	20	49	3
8203	12	16	4
8204	10	29	4
8205	56	17	4
8206	20	73	5
8207	92	15	2
8208	28	97	4
8209	18	31	5
8210	18	61	6
8211	90	17	6
8212	86	62	4
8213	19	70	4
8214	12	67	6
8215	65	10	2
8216	44	33	2
8217	88	17	2
8218	86	42	2
8219	18	56	6
8220	96	57	6
8221	83	72	4
8222	35	60	4
8223	58	59	4
8224	45	10	4
8225	74	32	5
8226	69	34	3
8227	58	98	5
8228	43	18	4
8229	34	99	4
8230	51	54	5
8231	91	78	6
8232	89	34	5
8233	60	24	5
8234	85	62	2
8235	31	88	4
8236	72	75	4
8237	56	84	3
8238	10	58	2
8239	15	36	3
8240	70	38	3
8241	70	46	4
8242	68	62	4
8243	85	58	4
8244	13	34	5
8245	30	24	2
8246	54	29	5
8247	54	90	5
8248	68	49	6
8249	94	49	4
8250	10	23	2
8251	94	70	4
8252	42	52	3
8253	70	99	3
8254	85	42	2
8255	82	53	6
8256	39	100	2
8257	40	83	5
8258	18	33	3
8259	62	50	6
8260	53	74	4
8261	65	88	5
8262	72	42	5
8263	90	63	4
8264	44	13	5
8265	16	71	6
8266	32	77	4
8267	43	24	3
8268	50	82	6
8269	26	71	2
8270	92	62	2
8271	52	59	4
8272	94	48	2
8273	94	10	6
8274	68	94	5
8275	30	17	3
8276	50	80	3
8277	16	69	5
8278	73	76	5
8279	64	92	5
8280	68	72	5
8281	22	56	5
8282	76	39	5
8283	78	48	2
8284	23	16	4
8285	82	61	5
8286	96	77	2
8287	68	32	6
8288	43	74	4
8289	22	28	6
8290	48	17	3
8291	94	89	2
8292	42	31	5
8293	88	45	5
8294	38	60	2
8295	96	58	3
8296	34	51	6
8297	45	38	4
8298	26	27	4
8299	34	15	3
8300	52	79	3
8301	54	39	3
8302	46	54	6
8303	64	37	2
8304	86	60	2
8305	28	17	2
8306	46	55	5
8307	67	66	4
8308	60	13	5
8309	42	27	2
8310	87	40	5
8311	59	62	4
8312	14	15	4
8313	51	22	5
8314	55	90	2
8315	81	30	6
8316	32	33	4
8317	47	82	3
8318	76	23	3
8319	69	42	5
8320	12	75	2
8321	39	12	5
8322	39	62	4
8323	42	31	3
8324	69	54	2
8325	20	43	6
8326	33	52	3
8327	59	88	4
8328	63	96	4
8329	42	58	2
8330	39	86	5
8331	89	44	3
8332	80	73	5
8333	23	70	3
8334	86	80	3
8335	75	76	6
8336	83	16	4
8337	54	51	6
8338	41	50	4
8339	39	72	4
8340	81	74	2
8341	80	14	6
8342	83	12	2
8343	77	82	5
8344	84	42	6
8345	92	30	4
8346	92	91	3
8347	84	97	3
8348	55	38	3
8349	72	84	2
8350	29	54	4
8351	16	15	4
8352	80	26	6
8353	45	42	2
8354	66	73	4
8355	18	76	5
8356	18	92	5
8357	24	44	3
8358	45	12	3
8359	67	44	4
8360	73	24	6
8361	44	17	6
8362	14	53	2
8363	66	96	2
8364	71	44	6
8365	12	16	2
8366	46	25	6
8367	27	56	5
8368	84	73	3
8369	35	54	3
8370	44	87	3
8371	21	24	5
8372	95	50	6
8373	44	85	6
8374	62	13	2
8375	33	58	2
8376	92	62	5
8377	77	36	4
8378	47	60	4
8379	23	52	5
8380	96	18	4
8381	62	35	3
8382	76	19	3
8383	88	46	2
8384	16	97	4
8385	12	36	4
8386	18	61	3
8387	50	87	4
8388	10	81	6
8389	15	52	6
8390	100	45	5
8391	46	13	3
8392	82	85	3
8393	56	53	2
8394	72	45	5
8395	28	84	2
8396	84	45	5
8397	73	42	3
8398	62	68	6
8399	74	58	3
8400	72	45	3
8401	91	20	2
8402	84	18	3
8403	50	39	2
8404	15	26	3
8405	51	100	4
8406	45	46	5
8407	50	98	5
8408	69	88	2
8409	44	87	4
8410	100	48	3
8411	26	65	4
8412	80	36	6
8413	90	51	4
8414	98	13	4
8415	86	75	6
8416	42	86	4
8417	25	20	5
8418	20	93	6
8419	82	43	3
8420	39	48	5
8421	76	45	3
8422	82	40	6
8423	38	64	4
8424	36	49	4
8425	12	77	2
8426	39	14	3
8427	72	57	3
8428	33	88	6
8429	63	38	2
8430	14	73	4
8431	26	93	5
8432	52	19	4
8433	82	21	3
8434	39	30	2
8435	70	91	6
8436	11	52	5
8437	37	48	6
8438	44	89	6
8439	80	58	3
8440	50	87	6
8441	26	17	6
8442	30	97	4
8443	98	20	5
8444	97	34	2
8445	39	24	5
8446	12	75	6
8447	50	21	4
8448	10	95	3
8449	81	44	5
8450	40	14	4
8451	30	75	3
8452	88	71	3
8453	68	74	5
8454	92	69	3
8455	52	37	3
8456	82	33	4
8457	91	16	6
8458	55	64	3
8459	18	57	5
8460	14	59	6
8461	13	62	6
8462	11	84	2
8463	89	48	5
8464	37	16	5
8465	43	98	3
8466	68	67	6
8467	43	80	2
8468	79	26	4
8469	24	27	5
8470	100	61	3
8471	77	18	6
8472	11	36	5
8473	14	55	2
8474	93	60	3
8475	95	68	4
8476	96	63	5
8477	85	58	2
8478	33	62	4
8479	66	73	2
8480	18	44	2
8481	32	90	3
8482	92	83	2
8483	98	58	2
8484	92	59	4
8485	80	44	3
8486	77	64	4
8487	22	25	4
8488	67	14	5
8489	100	76	3
8490	63	96	6
8491	32	83	3
8492	72	78	2
8493	90	34	6
8494	56	81	4
8495	26	68	3
8496	91	82	2
8497	76	96	3
8498	57	42	4
8499	72	84	2
8500	39	16	6
8501	16	53	3
8502	82	80	2
8503	24	83	4
8504	50	23	6
8505	16	95	3
8506	29	60	5
8507	37	62	6
8508	66	40	4
8509	58	39	4
8510	16	56	6
8511	27	36	3
8512	37	88	3
8513	62	44	2
8514	68	94	5
8515	99	46	4
8516	47	20	6
8517	30	20	4
8518	64	31	2
8519	97	66	5
8520	100	27	6
8521	94	89	6
8522	42	64	2
8523	32	69	2
8524	50	20	6
8525	26	93	2
8526	38	71	4
8527	12	71	2
8528	72	44	4
8529	80	92	4
8530	83	46	4
8531	39	80	4
8532	86	11	3
8533	62	50	2
8534	48	87	5
8535	86	95	2
8536	56	68	3
8537	44	85	3
8538	86	31	2
8539	18	72	3
8540	10	12	5
8541	36	34	6
8542	59	82	3
8543	37	34	4
8544	92	81	5
8545	71	86	6
8546	32	10	3
8547	56	16	2
8548	59	24	5
8549	20	52	2
8550	27	62	3
8551	52	17	2
8552	28	90	3
8553	85	50	4
8554	45	36	3
8555	40	31	5
8556	87	60	2
8557	98	92	2
8558	27	24	3
8559	67	62	6
8560	52	43	5
8561	11	86	2
8562	43	40	2
8563	18	25	4
8564	34	44	2
8565	50	32	2
8566	40	27	5
8567	43	72	4
8568	27	66	3
8569	87	60	6
8570	75	46	3
8571	34	72	3
8572	56	55	3
8573	100	51	2
8574	99	20	6
8575	43	20	2
8576	55	46	5
8577	18	76	5
8578	39	90	2
8579	67	56	5
8580	71	36	5
8581	97	22	3
8582	43	66	3
8583	97	16	3
8584	62	17	3
8585	48	46	3
8586	67	72	3
8587	37	76	2
8588	46	79	2
8589	76	14	4
8590	75	78	5
8591	59	80	3
8592	86	40	6
8593	100	37	5
8594	82	21	3
8595	96	27	6
8596	98	17	5
8597	30	33	5
8598	99	32	5
8599	73	46	2
8600	73	98	4
8601	15	52	3
8602	61	60	5
8603	61	88	2
8604	14	80	2
8605	74	80	5
8606	98	11	3
8607	68	57	6
8608	16	16	6
8609	82	58	3
8610	14	73	3
8611	96	50	6
8612	21	22	6
8613	76	11	6
8614	44	85	5
8615	44	95	5
8616	84	63	4
8617	13	74	5
8618	52	43	6
8619	36	43	4
8620	85	96	5
8621	78	93	4
8622	44	100	4
8623	67	42	4
8624	60	19	6
8625	64	99	2
8626	11	54	3
8627	23	52	5
8628	42	89	5
8629	62	32	4
8630	24	67	5
8631	12	76	5
8632	80	38	2
8633	15	44	2
8634	79	86	6
8635	53	86	3
8636	40	10	2
8637	94	69	3
8638	33	82	5
8639	30	59	6
8640	64	59	6
8641	32	59	3
8642	62	67	3
8643	16	33	3
8644	32	11	6
8645	50	53	2
8646	79	40	3
8647	91	68	3
8648	56	28	2
8649	50	73	4
8650	17	70	3
8651	57	36	4
8652	75	90	6
8653	86	24	4
8654	74	70	6
8655	32	50	2
8656	54	33	5
8657	42	28	4
8658	18	95	2
8659	43	72	5
8660	94	37	3
8661	38	26	2
8662	93	100	2
8663	49	40	4
8664	42	17	5
8665	36	99	6
8666	90	43	6
8667	78	64	5
8668	91	24	5
8669	75	30	4
8670	39	38	5
8671	54	58	2
8672	11	100	2
8673	26	79	3
8674	88	71	2
8675	54	43	3
8676	72	88	5
8677	54	17	4
8678	52	47	5
8679	14	16	3
8680	48	70	2
8681	92	43	6
8682	53	10	6
8683	35	78	5
8684	35	60	4
8685	11	40	6
8686	94	37	4
8687	76	19	6
8688	25	86	6
8689	49	72	2
8690	51	38	5
8691	84	57	6
8692	61	78	4
8693	75	100	2
8694	68	45	5
8695	66	26	6
8696	34	40	3
8697	83	38	6
8698	76	17	4
8699	36	61	5
8700	60	55	3
8701	80	17	6
8702	54	45	2
8703	38	32	2
8704	89	84	4
8705	84	51	3
8706	23	78	6
8707	58	62	5
8708	21	76	5
8709	74	80	5
8710	40	32	3
8711	56	94	5
8712	97	72	6
8713	91	12	6
8714	76	14	6
8715	21	72	3
8716	38	28	6
8717	87	98	5
8718	92	51	6
8719	78	11	6
8720	44	96	2
8721	38	91	5
8722	99	34	2
8723	81	46	6
8724	62	80	4
8725	20	92	6
8726	68	45	2
8727	98	20	6
8728	82	39	6
8729	58	79	4
8730	64	54	2
8731	22	55	2
8732	11	100	2
8733	70	76	2
8734	68	93	4
8735	72	26	2
8736	24	25	6
8737	70	53	3
8738	95	10	3
8739	62	100	4
8740	50	74	2
8741	50	16	5
8742	50	39	3
8743	88	39	2
8744	100	12	5
8745	54	66	5
8746	82	79	6
8747	51	84	6
8748	80	67	6
8749	51	22	4
8750	48	83	3
8751	61	60	6
8752	10	99	4
8753	13	56	4
8754	75	96	6
8755	78	98	4
8756	30	75	4
8757	28	37	2
8758	72	59	4
8759	50	31	3
8760	26	17	4
8761	82	46	2
8762	91	52	2
8763	38	28	3
8764	32	92	3
8765	24	72	2
8766	10	95	4
8767	94	92	2
8768	12	56	5
8769	94	24	5
8770	52	77	5
8771	40	69	3
8772	46	86	4
8773	33	30	2
8774	76	29	5
8775	62	23	2
8776	64	61	2
8777	10	56	3
8778	58	77	3
8779	58	49	2
8780	98	95	2
8781	40	42	2
8782	20	65	2
8783	31	26	6
8784	11	52	4
8785	44	83	3
8786	28	64	6
8787	74	89	5
8788	100	31	3
8789	98	29	2
8790	32	16	5
8791	34	70	6
8792	90	67	2
8793	59	52	3
8794	91	32	2
8795	24	71	5
8796	52	78	5
8797	32	93	2
8798	62	17	6
8799	34	27	2
8800	88	64	4
8801	32	23	4
8802	68	50	2
8803	37	20	5
8804	34	16	4
8805	66	76	3
8806	62	71	6
8807	38	94	5
8808	12	65	5
8809	79	66	4
8810	28	99	4
8811	14	35	5
8812	31	98	4
8813	75	32	6
8814	42	48	3
8815	57	62	3
8816	92	17	5
8817	50	89	2
8818	64	89	6
8819	20	60	3
8820	17	16	6
8821	25	50	5
8822	48	59	4
8823	58	25	2
8824	24	43	5
8825	61	42	5
8826	76	87	2
8827	14	39	5
8828	43	44	4
8829	24	55	5
8830	100	99	2
8831	65	38	2
8832	38	35	5
8833	30	22	2
8834	88	57	5
8835	11	18	4
8836	69	86	4
8837	28	46	5
8838	25	34	6
8839	47	78	3
8840	39	70	3
8841	92	49	3
8842	95	86	6
8843	12	58	3
8844	92	26	5
8845	97	72	5
8846	93	20	4
8847	63	56	4
8848	51	10	3
8849	90	13	5
8850	96	21	2
8851	39	26	5
8852	41	86	5
8853	24	19	6
8854	89	96	5
8855	71	44	4
8856	49	74	3
8857	51	48	4
8858	76	85	3
8859	44	91	2
8860	37	94	2
8861	38	17	3
8862	82	95	2
8863	10	70	2
8864	17	68	3
8865	92	92	4
8866	34	28	6
8867	21	86	5
8868	52	49	6
8869	20	63	6
8870	33	32	5
8871	79	50	3
8872	91	94	4
8873	16	69	3
8874	78	97	4
8875	23	36	6
8876	33	48	2
8877	46	34	5
8878	67	24	3
8879	76	61	2
8880	66	91	6
8881	36	25	2
8882	58	59	6
8883	79	94	2
8884	32	19	5
8885	24	35	4
8886	42	38	3
8887	30	51	5
8888	61	98	3
8889	44	75	3
8890	61	86	6
8891	61	40	6
8892	64	37	5
8893	66	57	3
8894	44	22	3
8895	100	25	5
8896	58	33	4
8897	81	82	6
8898	50	37	4
8899	21	64	4
8900	14	84	2
8901	59	74	2
8902	32	54	5
8903	100	77	4
8904	49	30	4
8905	68	41	6
8906	36	19	6
8907	22	79	4
8908	94	39	4
8909	78	55	6
8910	13	42	2
8911	87	16	2
8912	60	59	2
8913	100	47	4
8914	92	63	5
8915	36	73	3
8916	70	84	5
8917	38	24	4
8918	66	23	2
8919	96	93	2
8920	86	39	4
8921	35	14	4
8922	50	38	2
8923	40	37	4
8924	34	13	2
8925	44	76	6
8926	75	20	5
8927	58	17	2
8928	46	84	3
8929	71	74	6
8930	49	54	5
8931	63	24	2
8932	10	100	6
8933	10	28	2
8934	77	62	2
8935	37	38	6
8936	22	52	2
8937	56	59	6
8938	26	99	5
8939	20	22	5
8940	54	29	3
8941	12	21	5
8942	84	22	6
8943	96	38	4
8944	79	66	6
8945	51	36	2
8946	78	27	6
8947	90	13	4
8948	56	80	5
8949	46	34	2
8950	52	79	4
8951	68	39	6
8952	83	48	4
8953	68	63	4
8954	46	42	5
8955	45	86	6
8956	31	90	2
8957	85	100	3
8958	65	64	5
8959	67	16	2
8960	58	81	5
8961	51	54	4
8962	76	90	4
8963	73	100	2
8964	81	60	2
8965	72	31	3
8966	65	44	4
8967	18	23	3
8968	66	78	5
8969	95	18	6
8970	12	76	6
8971	90	71	3
8972	22	92	4
8973	78	59	5
8974	68	68	3
8975	52	80	5
8976	81	24	6
8977	12	99	2
8978	14	19	4
8979	50	38	4
8980	49	32	3
8981	26	55	2
8982	51	22	3
8983	98	68	4
8984	50	93	6
8985	35	20	6
8986	93	38	5
8987	81	94	6
8988	99	80	5
8989	83	72	6
8990	66	20	6
8991	64	49	2
8992	78	81	6
8993	77	82	2
8994	94	79	3
8995	90	27	2
8996	24	90	5
8997	20	25	2
8998	98	63	2
8999	40	21	3
9000	20	65	6
9001	40	57	3
9002	68	37	4
9003	38	32	5
9004	74	39	3
9005	16	79	6
9006	81	60	6
9007	40	81	4
9008	12	97	6
9009	74	26	6
9010	47	68	6
9011	13	24	4
9012	43	68	2
9013	80	58	4
9014	44	72	2
9015	67	28	6
9016	18	99	2
9017	88	66	5
9018	88	78	4
9019	18	80	2
9020	89	76	6
9021	75	94	6
9022	59	70	4
9023	98	75	3
9024	74	95	2
9025	31	18	3
9026	98	58	6
9027	33	58	5
9028	79	16	5
9029	16	75	2
9030	14	87	5
9031	11	36	4
9032	29	30	6
9033	16	72	6
9034	90	27	5
9035	33	70	4
9036	94	65	6
9037	58	77	3
9038	22	91	4
9039	34	75	5
9040	53	34	5
9041	97	64	3
9042	85	12	5
9043	53	32	2
9044	55	46	4
9045	99	80	4
9046	14	10	4
9047	58	30	2
9048	99	78	3
9049	65	88	6
9050	22	46	3
9051	42	76	5
9052	18	26	3
9053	88	19	3
9054	91	54	6
9055	45	60	6
9056	28	11	5
9057	81	10	2
9058	86	33	4
9059	80	24	2
9060	43	20	2
9061	83	52	2
9062	75	82	4
9063	91	62	4
9064	67	100	3
9065	74	37	2
9066	35	90	4
9067	20	16	3
9068	99	28	4
9069	65	94	2
9070	22	10	3
9071	16	73	6
9072	25	84	2
9073	26	24	2
9074	21	36	2
9075	54	63	2
9076	10	24	3
9077	59	40	3
9078	61	72	6
9079	46	71	4
9080	50	98	6
9081	78	64	6
9082	49	82	3
9083	88	89	6
9084	59	100	3
9085	86	79	5
9086	62	54	3
9087	97	100	2
9088	22	29	4
9089	94	26	2
9090	95	40	2
9091	71	40	4
9092	92	24	6
9093	44	37	4
9094	77	36	2
9095	43	86	4
9096	67	32	4
9097	22	46	2
9098	30	75	4
9099	96	78	4
9100	60	64	4
9101	20	37	3
9102	26	11	5
9103	61	88	6
9104	67	58	3
9105	68	15	2
9106	15	100	2
9107	45	26	6
9108	49	46	2
9109	80	87	6
9110	61	60	5
9111	59	94	2
9112	38	78	2
9113	69	68	6
9114	82	72	6
9115	98	93	5
9116	84	65	2
9117	62	80	4
9118	100	58	3
9119	44	51	3
9120	47	62	3
9121	74	82	5
9122	69	52	4
9123	22	24	4
9124	84	39	6
9125	20	25	2
9126	15	58	6
9127	54	62	6
9128	75	48	5
9129	36	24	5
9130	74	23	6
9131	31	54	5
9132	30	41	3
9133	81	60	5
9134	74	55	4
9135	14	37	4
9136	80	87	4
9137	16	93	4
9138	80	80	2
9139	79	46	2
9140	14	42	4
9141	68	62	2
9142	50	70	4
9143	10	98	5
9144	18	37	2
9145	67	84	5
9146	44	72	2
9147	92	96	5
9148	62	29	3
9149	20	68	2
9150	76	76	4
9151	11	74	3
9152	42	37	3
9153	16	72	3
9154	77	62	4
9155	20	68	3
9156	48	94	4
9157	91	36	3
9158	58	13	3
9159	25	26	3
9160	22	82	6
9161	58	60	4
9162	78	32	5
9163	66	88	3
9164	42	40	3
9165	48	99	3
9166	58	92	2
9167	18	47	4
9168	43	82	2
9169	100	37	4
9170	90	59	6
9171	15	18	2
9172	98	41	2
9173	44	57	3
9174	51	24	4
9175	52	88	4
9176	81	46	2
9177	80	60	5
9178	52	82	2
9179	40	90	4
9180	87	92	6
9181	84	80	4
9182	66	52	5
9183	11	100	6
9184	90	51	6
9185	48	61	6
9186	20	35	4
9187	17	24	4
9188	47	58	4
9189	86	39	6
9190	59	52	4
9191	69	100	5
9192	67	86	4
9193	54	28	2
9194	47	94	5
9195	80	61	4
9196	91	10	5
9197	64	51	3
9198	84	72	2
9199	90	81	5
9200	59	44	3
9201	88	41	5
9202	46	99	6
9203	78	35	3
9204	43	40	6
9205	72	60	4
9206	10	11	2
9207	39	60	6
9208	94	58	3
9209	14	97	3
9210	86	44	3
9211	54	15	4
9212	22	37	3
9213	38	71	6
9214	66	29	3
9215	43	84	2
9216	12	87	6
9217	23	64	4
9218	58	81	6
9219	42	76	6
9220	94	94	5
9221	23	70	5
9222	71	94	3
9223	64	48	6
9224	94	99	4
9225	94	72	3
9226	99	82	4
9227	43	96	6
9228	14	38	5
9229	42	65	5
9230	33	62	3
9231	86	47	3
9232	70	18	2
9233	88	62	5
9234	22	44	4
9235	42	67	5
9236	13	46	6
9237	32	23	2
9238	82	19	4
9239	42	48	5
9240	37	44	5
9241	45	34	3
9242	98	59	2
9243	61	40	4
9244	32	97	3
9245	34	97	3
9246	37	84	6
9247	91	66	4
9248	21	12	2
9249	84	29	2
9250	40	51	2
9251	58	12	4
9252	65	32	5
9253	53	12	3
9254	90	100	3
9255	71	98	4
9256	17	50	3
9257	42	87	6
9258	84	35	2
9259	97	70	3
9260	96	16	4
9261	70	75	3
9262	74	54	4
9263	31	68	2
9264	91	46	6
9265	87	38	2
9266	13	88	5
9267	33	98	4
9268	58	95	4
9269	40	81	6
9270	88	94	6
9271	92	63	4
9272	37	64	3
9273	59	80	6
9274	77	76	2
9275	18	25	6
9276	82	97	2
9277	96	63	3
9278	90	76	6
9279	16	51	2
9280	90	58	3
9281	31	100	3
9282	16	92	6
9283	14	40	6
9284	74	21	4
9285	82	79	2
9286	21	62	5
9287	34	24	5
9288	99	42	3
9289	45	88	6
9290	73	14	6
9291	18	67	2
9292	15	48	3
9293	81	28	4
9294	84	33	4
9295	28	54	5
9296	54	65	2
9297	84	22	2
9298	22	74	6
9299	62	27	2
9300	32	32	6
9301	57	46	4
9302	71	34	5
9303	12	71	6
9304	96	21	2
9305	98	11	4
9306	14	87	5
9307	48	97	6
9308	43	18	2
9309	51	100	3
9310	74	17	2
9311	79	42	4
9312	61	60	5
9313	30	41	3
9314	66	14	6
9315	36	41	3
9316	92	31	5
9317	85	62	5
9318	48	93	2
9319	39	82	5
9320	14	69	5
9321	60	19	4
9322	47	34	3
9323	26	91	3
9324	80	92	3
9325	28	35	5
9326	11	46	5
9327	20	59	3
9328	99	30	4
9329	10	54	4
9330	81	42	3
9331	62	16	2
9332	51	22	3
9333	79	76	5
9334	16	80	3
9335	97	46	3
9336	31	20	6
9337	50	76	6
9338	33	40	5
9339	46	55	6
9340	19	64	6
9341	33	22	6
9342	79	84	3
9343	58	43	5
9344	64	16	5
9345	14	53	6
9346	82	74	6
9347	60	75	3
9348	86	67	4
9349	76	76	6
9350	75	22	5
9351	71	36	5
9352	27	46	6
9353	22	60	6
9354	60	36	3
9355	47	46	5
9356	21	62	4
9357	32	21	3
9358	11	44	3
9359	63	20	3
9360	18	73	6
9361	18	47	4
9362	84	12	4
9363	79	84	6
9364	79	60	4
9365	45	72	4
9366	42	52	2
9367	25	50	2
9368	46	38	3
9369	75	28	3
9370	46	38	4
9371	30	93	5
9372	79	44	6
9373	10	77	2
9374	54	27	4
9375	87	82	2
9376	32	27	5
9377	28	84	2
9378	35	100	5
9379	82	90	2
9380	32	46	2
9381	22	45	5
9382	24	72	4
9383	83	44	4
9384	65	94	4
9385	13	16	2
9386	11	66	6
9387	37	82	6
9388	35	64	3
9389	37	20	5
9390	28	15	4
9391	12	13	4
9392	63	44	4
9393	88	25	5
9394	95	30	4
9395	22	79	2
9396	75	58	4
9397	20	29	5
9398	41	36	3
9399	47	52	5
9400	63	76	4
9401	100	30	2
9402	97	22	3
9403	62	94	4
9404	54	96	6
9405	29	24	3
9406	71	70	4
9407	91	76	4
9408	55	66	6
9409	58	61	3
9410	35	100	2
9411	98	85	6
9412	10	58	5
9413	12	16	5
9414	92	22	4
9415	64	45	3
9416	68	82	6
9417	63	98	3
9418	34	13	4
9419	51	42	5
9420	20	70	3
9421	94	16	2
9422	95	46	5
9423	52	64	6
9424	64	97	4
9425	82	83	3
9426	57	52	4
9427	24	38	5
9428	26	13	6
9429	100	18	6
9430	59	40	3
9431	89	18	5
9432	32	55	5
9433	16	65	6
9434	38	88	3
